lemma,type,comment,tag,form,ipa,py_ipa_original,py_ipa_tweak
процеду́рний,прикметник,,однина сер. р. давальний,процеду́рному,prɔt͡seˈdurnɔmʊ,prɔt͡seˈdurnɔmʊ,prɔt͡seˈdurnɔmʊ
пістоле́тний,прикметник,,однина сер. р. давальний,пістоле́тному,pʲistɔˈlɛtnɔmʊ,pʲistɔˈlɛtnɔmʊ,pʲistɔˈlɛtnɔmʊ
піща́ницький,прикметник,,однина чол. р. давальний,піща́ницькому,pʲiˈʃt͡ʃɑnet͡sʲkɔmʊ,pʲiˈʃt͡ʃɑnet͡sʲkɔmʊ,pʲiˈʃt͡ʃɑnet͡sʲkɔmʊ
ро́вбівський,прикметник,,однина чол. р. давальний,ро́вбівському,ˈrɔu̯bʲiu̯sʲkɔmʊ,ˈrɔu̯bʲiu̯sʲkɔmʊ,ˈrou̯bʲiu̯sʲkɔmʊ
садисти́чний,прикметник,,однина чол. р. знахідний,садисти́чного,sɐdeˈstɪt͡ʃnɔɦɔ,sɐdeˈstɪt͡ʃnɔɦɔ,sɐdeˈstɪt͡ʃnɔɦɔ
свири́дський,прикметник,,однина чол. р. знахідний,свири́дського,sʋeˈrɪd͡zʲsʲkɔɦɔ,sʋeˈrɪd͡zʲsʲkɔɦɔ,sʋeˈrɪd͡zʲsʲkɔɦɔ
сенсити́вний,прикметник,,однина чол. р. знахідний,сенсити́вного,senseˈtɪu̯nɔɦɔ,senseˈtɪu̯nɔɦɔ,senseˈtɪu̯nɔɦɔ
сині́сінький,прикметник,,однина чол. р. давальний,сині́сінькому,seˈnʲisʲinʲkɔmʊ,seˈnʲisʲinʲkɔmʊ,seˈnʲisʲinʲkɔmʊ
соки́рицький,прикметник,,однина сер. р. давальний,соки́рицькому,sɔˈkɪret͡sʲkɔmʊ,sɔˈkɪret͡sʲkɔmʊ,sɔˈkɪret͡sʲkɔmʊ
упокі́рливий,прикметник,,однина чол. р. знахідний,упокі́рливого,ʊpoˈkʲirleu̯ɔɦɔ,ʊpoˈkʲirleu̯ɔɦɔ,upoˈkʲirleu̯ɔɦɔ
уріча́нський,прикметник,,однина чол. р. знахідний,уріча́нського,ʊrʲiˈt͡ʃɑnʲsʲkɔɦɔ,ʊrʲiˈt͡ʃɑnʲsʲkɔɦɔ,urʲiˈt͡ʃɑnʲsʲkɔɦɔ
уселю́дський,прикметник,,однина чол. р. знахідний,уселю́дського,ʊseˈlʲud͡zʲsʲkɔɦɔ,ʊseˈlʲud͡zʲsʲkɔɦɔ,useˈlʲud͡zʲsʲkɔɦɔ
филине́цький,прикметник,,однина сер. р. давальний,филине́цькому,feleˈnɛt͡sʲkɔmʊ,feleˈnɛt͡sʲkɔmʊ,feleˈnɛt͡sʲkɔmʊ
фузаріо́зний,прикметник,,однина чол. р. давальний,фузаріо́зному,fʊzɐrʲiˈɔznɔmʊ,fʊzɐrʲiˈɔznɔmʊ,fʊzɐrʲiˈoznɔmʊ
фурся́нський,прикметник,,однина чол. р. знахідний,фурся́нського,fʊrˈsʲɑnʲsʲkɔɦɔ,fʊrˈsʲɑnʲsʲkɔɦɔ,fʊrˈsʲɑnʲsʲkɔɦɔ
холо́пицький,прикметник,,однина чол. р. давальний,холо́пицькому,xɔˈlɔpet͡sʲkɔmʊ,xɔˈlɔpet͡sʲkɔmʊ,xɔˈlopet͡sʲkɔmʊ
хороле́цький,прикметник,,однина сер. р. давальний,хороле́цькому,xɔrɔˈlɛt͡sʲkɔmʊ,xɔrɔˈlɛt͡sʲkɔmʊ,xɔrɔˈlɛt͡sʲkɔmʊ
шкура́тський,прикметник,,однина сер. р. давальний,шкура́тському,ʃkʊˈrɑt͡sʲkɔmʊ,ʃkʊˈrɑt͡sʲkɔmʊ,ʃkʊˈrɑt͡sʲkɔmʊ
якнайду́жчий,прикметник,,однина сер. р. давальний,якнайду́жчому,jɐknɐi̯ˈduʒt͡ʃɔmʊ,jɐknɐi̯ˈduʒt͡ʃɔmʊ,jɐknɐi̯ˈduʒt͡ʃɔmʊ
яснозо́ряний,прикметник,,однина чол. р. давальний,яснозо́ряному,jɐsnɔˈzɔrʲɐnɔmʊ,jɐsnɔˈzɔrʲɐnɔmʊ,jɐsnɔˈzorʲɐnɔmʊ
інофі́рмовий,прикметник,,однина чол. р. знахідний,інофі́рмового,inoˈfʲirmɔu̯ɔɦɔ,inoˈfʲirmɔu̯ɔɦɔ,inoˈfʲirmɔu̯ɔɦɔ
бездорі́жній,прикметник,,однина сер. р. давальний,бездорі́жньому,bezdoˈrʲiʒnʲɔmʊ,bezdoˈrʲiʒnʲɔmʊ,bezdoˈrʲiʒnʲɔmʊ
бо́йківський,прикметник,,множина родовий,бо́йківських,ˈbɔi̯kʲiu̯sʲkex,ˈbɔi̯kʲiu̯sʲkex,ˈboi̯kʲiu̯sʲkex
бісмути́стий,прикметник,,множина родовий,бісмути́стих,bʲismʊˈtɪstex,bʲismʊˈtɪstex,bʲismʊˈtɪstex
грануля́рний,прикметник,,множина родовий,грануля́рних,ɦrɐnʊˈlʲɑrnex,ɦrɐnʊˈlʲɑrnex,ɦrɐnʊˈlʲɑrnex
кашало́товий,прикметник,,множина родовий,кашало́тових,kɐʃɐˈlɔtɔu̯ex,kɐʃɐˈlɔtɔu̯ex,kɐʃɐˈlotɔu̯ex
ме́нторський,прикметник,,множина родовий,ме́нторських,ˈmɛntɔrsʲkex,ˈmɛntɔrsʲkex,ˈmɛntɔrsʲkex
мініатю́рний,прикметник,,множина родовий,мініатю́рних,mʲinʲiɐˈtʲurnex,mʲinʲiɐˈtʲurnex,mʲinʲiɐˈtʲurnex
надвіко́нний,прикметник,,множина родовий,надвіко́нних,nɐdʲʋʲiˈkɔnːex,nɐdʲʋʲiˈkɔnːex,nɐdʲʋʲiˈkonːex
невдержи́мий,прикметник,,множина родовий,невдержи́мих,neu̯derˈʒɪmex,neu̯derˈʒɪmex,neu̯derˈʒɪmex
орна́ментний,прикметник,,множина родовий,орна́ментних,ɔrˈnɑmentnex,ɔrˈnɑmentnex,ɔrˈnɑmentnex
склада́льний,прикметник,,множина родовий,склада́льних,sklɐˈdɑlʲnex,sklɐˈdɑlʲnex,sklɐˈdɑlʲnex
ура́лівський,прикметник,,множина родовий,ура́лівських,ʊˈrɑlʲiu̯sʲkex,ʊˈrɑlʲiu̯sʲkex,uˈrɑlʲiu̯sʲkex
цимля́нський,прикметник,,множина родовий,цимля́нських,t͡seˈmlʲɑnʲsʲkex,t͡seˈmlʲɑnʲsʲkex,t͡seˈmlʲɑnʲsʲkex
чужі́сінький,прикметник,,множина родовий,чужі́сіньких,t͡ʃʊˈʒʲisʲinʲkex,t͡ʃʊˈʒʲisʲinʲkex,t͡ʃʊˈʒʲisʲinʲkex
білкі́вський,прикметник,,множина орудний,білкі́вськими,bʲilʲˈkʲiu̯sʲkeme,bʲilʲˈkʲiu̯sʲkeme,bʲilʲˈkʲiu̯sʲkeme
гушти́нський,прикметник,,множина орудний,гушти́нськими,ɦʊˈʃtɪnʲsʲkeme,ɦʊˈʃtɪnʲsʲkeme,ɦʊˈʃtɪnʲsʲkeme
неви́мушений,прикметник,,множина орудний,неви́мушеними,neˈu̯ɪmʊʃeneme,neˈu̯ɪmʊʃeneme,neˈu̯ɪmʊʃeneme
негости́нний,прикметник,,множина орудний,негости́нними,neɦɔˈstɪnːeme,neɦɔˈstɪnːeme,neɦɔˈstɪnːeme
непоси́льний,прикметник,,множина орудний,непоси́льними,nepɔˈsɪlʲneme,nepɔˈsɪlʲneme,nepɔˈsɪlʲneme
орего́нський,прикметник,,множина орудний,орего́нськими,ɔreˈɦɔnʲsʲkeme,ɔreˈɦɔnʲsʲkeme,ɔreˈɦonʲsʲkeme
синьокри́лий,прикметник,,множина орудний,синьокри́лими,senʲɔˈkrɪleme,senʲɔˈkrɪleme,senʲɔˈkrɪleme
сітня́нський,прикметник,,множина орудний,сітня́нськими,sʲiˈtʲnʲɑnʲsʲkeme,sʲiˈtʲnʲɑnʲsʲkeme,sʲiˈtʲnʲɑnʲsʲkeme
хло́пчицький,прикметник,,множина орудний,хло́пчицькими,ˈxlɔpt͡ʃet͡sʲkeme,ˈxlɔpt͡ʃet͡sʲkeme,ˈxlopt͡ʃet͡sʲkeme
балкі́вський,прикметник,,множина називний,балкі́вські,bɐlʲˈkʲiu̯sʲkʲi,bɐlʲˈkʲiu̯sʲkʲi,bɐlʲˈkʲiu̯sʲkʲi
дружелю́бний,прикметник,,множина називний,дружелю́бні,drʊʒeˈlʲubnʲi,drʊʒeˈlʲubnʲi,drʊʒeˈlʲubnʲi
капсуля́рний,прикметник,,множина називний,капсуля́рні,kɐpsʊˈlʲɑrnʲi,kɐpsʊˈlʲɑrnʲi,kɐpsʊˈlʲɑrnʲi
ланолі́новий,прикметник,,множина називний,ланолі́нові,lɐnoˈlʲinɔu̯ʲi,lɐnoˈlʲinɔu̯ʲi,lɐnoˈlʲinɔu̯ʲi
на́йманський,прикметник,,множина називний,на́йманські,ˈnɑi̯mɐnsʲkʲi,ˈnɑi̯mɐnsʲkʲi,ˈnɑi̯mɐnsʲkʲi
повногру́дий,прикметник,,множина називний,повногру́ді,pɔu̯noˈɦrudʲi,pɔu̯noˈɦrudʲi,pɔu̯noˈɦrudʲi
пого́рблений,прикметник,,множина називний,пого́рблені,pɔˈɦɔrblenʲi,pɔˈɦɔrblenʲi,pɔˈɦorblenʲi
підвіне́чний,прикметник,,множина називний,підвіне́чні,pʲidʲʋʲiˈnɛt͡ʃnʲi,pʲidʲʋʲiˈnɛt͡ʃnʲi,pʲidʲʋʲiˈnɛt͡ʃnʲi
рубча́нський,прикметник,,множина називний,рубча́нські,rʊˈbt͡ʃɑnsʲkʲi,rʊˈbt͡ʃɑnsʲkʲi,rʊˈbt͡ʃɑnsʲkʲi
семиба́льний,прикметник,,множина називний,семиба́льні,semeˈbɑlʲnʲi,semeˈbɑlʲnʲi,semeˈbɑlʲnʲi
сморо́динний,прикметник,,множина називний,сморо́динні,smɔˈrɔdenʲːi,smɔˈrɔdenʲːi,smɔˈrodenʲːi
фігля́ристий,прикметник,,множина називний,фігля́ристі,fʲiˈɦlʲɑresʲtʲi,fʲiˈɦlʲɑresʲtʲi,fʲiˈɦlʲɑresʲtʲi
че́рвенський,прикметник,,множина називний,че́рвенські,ˈt͡ʃɛrʋensʲkʲi,ˈt͡ʃɛrʋensʲkʲi,ˈt͡ʃɛrʋensʲkʲi
відко́лірний,прикметник,,множина місцевий,відко́лірних,ʋʲiˈdkɔlʲirnex,ʋʲiˈdkɔlʲirnex,ʋʲiˈdkolʲirnex
городе́цький,прикметник,,множина місцевий,городе́цьких,ɦɔrɔˈdɛt͡sʲkex,ɦɔrɔˈdɛt͡sʲkex,ɦɔrɔˈdɛt͡sʲkex
догмати́чний,прикметник,,множина місцевий,догмати́чних,dɔɦmɐˈtɪt͡ʃnex,dɔɦmɐˈtɪt͡ʃnex,dɔɦmɐˈtɪt͡ʃnex
засновко́вий,прикметник,,множина місцевий,засновко́вих,zɐsnɔu̯ˈkɔu̯ex,zɐsnɔu̯ˈkɔu̯ex,zɐsnɔu̯ˈkou̯ex
корабе́льний,прикметник,,множина місцевий,корабе́льних,kɔrɐˈbɛlʲnex,kɔrɐˈbɛlʲnex,kɔrɐˈbɛlʲnex
короткоши́їй,прикметник,,множина місцевий,короткоши́їх,kɔrɔtkɔˈʃɪjix,kɔrɔtkɔˈʃɪjix,kɔrɔtkɔˈʃɪjix
лю́ксусо́вий,прикметник,,множина місцевий,лю́ксусо́вих,ˈlʲuksʊˈsɔu̯ex,ˈlʲuksʊˈsɔu̯ex,ˈlʲuksʊˈsou̯ex
ма́слянський,прикметник,,множина місцевий,ма́слянських,ˈmɑsʲlʲɐnʲsʲkex,ˈmɑsʲlʲɐnʲsʲkex,ˈmɑsʲlʲɐnʲsʲkex
незайми́стий,прикметник,,множина місцевий,незайми́стих,nezɐi̯ˈmɪstex,nezɐi̯ˈmɪstex,nezɐi̯ˈmɪstex
неодна́ковий,прикметник,,множина місцевий,неодна́кових,neɔˈdnɑkɔu̯ex,neɔˈdnɑkɔu̯ex,neɔˈdnɑkɔu̯ex
ордина́льний,прикметник,,множина місцевий,ордина́льних,ɔrdeˈnɑlʲnex,ɔrdeˈnɑlʲnex,ɔrdeˈnɑlʲnex
пня́тинський,прикметник,,множина місцевий,пня́тинських,ˈpnʲɑtenʲsʲkex,ˈpnʲɑtenʲsʲkex,ˈpnʲɑtenʲsʲkex
поверсто́вий,прикметник,,множина місцевий,поверсто́вих,pɔu̯erˈstɔu̯ex,pɔu̯erˈstɔu̯ex,pɔu̯erˈstou̯ex
повеселі́лий,прикметник,,множина місцевий,повеселі́лих,pɔu̯eseˈlʲilex,pɔu̯eseˈlʲilex,pɔu̯eseˈlʲilex
придо́нський,прикметник,,множина місцевий,придо́нських,preˈdɔnʲsʲkex,preˈdɔnʲsʲkex,preˈdonʲsʲkex
ре́вківський,прикметник,,множина місцевий,ре́вківських,ˈrɛu̯kʲiu̯sʲkex,ˈrɛu̯kʲiu̯sʲkex,ˈrɛu̯kʲiu̯sʲkex
рівномі́рний,прикметник,,множина місцевий,рівномі́рних,rʲiu̯noˈmʲirnex,rʲiu̯noˈmʲirnex,rʲiu̯noˈmʲirnex
сміхотли́вий,прикметник,,множина місцевий,сміхотли́вих,sʲmʲixɔˈtlɪu̯ex,sʲmʲixɔˈtlɪu̯ex,sʲmʲixɔˈtlɪu̯ex
стінопи́сний,прикметник,,множина місцевий,стінопи́сних,sʲtʲinɔˈpɪsnex,sʲtʲinɔˈpɪsnex,sʲtʲinɔˈpɪsnex
інтуїти́вний,прикметник,,множина місцевий,інтуїти́вних,intʊjiˈtɪu̯nex,intʊjiˈtɪu̯nex,intʊjiˈtɪu̯nex
Конста́нціїн,прикметник,,множина місцевий,Конста́нціїних,kɔnˈstɑnʲt͡sʲijinex,kɔnˈstɑnʲt͡sʲijinex,kɔnˈstɑnʲt͡sʲijinex
Святосла́вин,прикметник,,множина місцевий,Святосла́виних,sʲʋʲɐtɔˈslɑu̯enex,sʲʋʲɐtɔˈslɑu̯enex,sʲʋʲɐtɔˈslɑu̯enex
босякува́тий,прикметник,,множина знахідний,босякува́ті,bɔsʲɐkʊˈu̯ɑtʲi,bɔsʲɐkʊˈu̯ɑtʲi,bɔsʲɐkʊˈu̯ɑtʲi
важкото́пкий,прикметник,,множина знахідний,важкото́пкі,ʋɐʒkɔˈtɔpkʲi,ʋɐʒkɔˈtɔpkʲi,ʋɐʒkɔˈtopkʲi
грабня́цький,прикметник,,множина знахідний,грабня́цькі,ɦrɐˈbnʲɑt͡sʲkʲi,ɦrɐˈbnʲɑt͡sʲkʲi,ɦrɐˈbnʲɑt͡sʲkʲi
гри́шівський,прикметник,,множина знахідний,гри́шівські,ˈɦrɪʃʲiu̯sʲkʲi,ˈɦrɪʃʲiu̯sʲkʲi,ˈɦrɪʃʲiu̯sʲkʲi
гуркітли́вий,прикметник,,множина знахідний,гуркітли́ві,ɦʊrkʲiˈtlɪu̯ʲi,ɦʊrkʲiˈtlɪu̯ʲi,ɦʊrkʲiˈtlɪu̯ʲi
дехка́нський,прикметник,,множина знахідний,дехка́нські,deˈxkɑnsʲkʲi,deˈxkɑnsʲkʲi,deˈxkɑnsʲkʲi
жердиня́стий,прикметник,,множина знахідний,жердиня́сті,ʒerdeˈnʲɑsʲtʲi,ʒerdeˈnʲɑsʲtʲi,ʒerdeˈnʲɑsʲtʲi
залізни́чний,прикметник,,множина знахідний,залізни́чні,zɐlʲiˈznɪt͡ʃnʲi,zɐlʲiˈznɪt͡ʃnʲi,zɐlʲiˈznɪt͡ʃnʲi
зна́харський,прикметник,,множина знахідний,зна́харські,ˈznɑxɐrsʲkʲi,ˈznɑxɐrsʲkʲi,ˈznɑxɐrsʲkʲi
каса́ївський,прикметник,,множина знахідний,каса́ївські,kɐˈsɑjiu̯sʲkʲi,kɐˈsɑjiu̯sʲkʲi,kɐˈsɑjiu̯sʲkʲi
кобза́рський,прикметник,,множина знахідний,кобза́рські,kɔˈbzɑrsʲkʲi,kɔˈbzɑrsʲkʲi,kɔˈbzɑrsʲkʲi
куткі́вський,прикметник,,множина знахідний,куткі́вські,kʊˈtʲkʲiu̯sʲkʲi,kʊˈtʲkʲiu̯sʲkʲi,kʊˈtʲkʲiu̯sʲkʲi
мали́ницький,прикметник,,множина знахідний,мали́ницькі,mɐˈlɪnet͡sʲkʲi,mɐˈlɪnet͡sʲkʲi,mɐˈlɪnet͡sʲkʲi
міжстате́вий,прикметник,,множина знахідний,міжстате́ві,mʲiʒstɐˈtɛu̯ʲi,mʲiʒstɐˈtɛu̯ʲi,mʲiʒstɐˈtɛu̯ʲi
поневі́рений,прикметник,,множина знахідний,поневі́рені,pɔneˈu̯ʲirenʲi,pɔneˈu̯ʲirenʲi,pɔneˈu̯ʲirenʲi
розшпу́ряний,прикметник,,множина знахідний,розшпу́ряні,roˈʒʃpurʲɐnʲi,roˈʒʃpurʲɐnʲi,roˈʒʃpurʲɐnʲi
ру́бленський,прикметник,,множина знахідний,ру́бленські,ˈrublensʲkʲi,ˈrublensʲkʲi,ˈrublensʲkʲi
сизе́сенький,прикметник,,множина знахідний,сизе́сенькі,seˈzɛsenʲkʲi,seˈzɛsenʲkʲi,seˈzɛsenʲkʲi
сла́тинський,прикметник,,множина знахідний,сла́тинські,ˈslɑtensʲkʲi,ˈslɑtensʲkʲi,ˈslɑtensʲkʲi
тонкове́рхий,прикметник,,множина знахідний,тонкове́рхі,tɔnkɔˈu̯ɛrxʲi,tɔnkɔˈu̯ɛrxʲi,tɔnkɔˈu̯ɛrxʲi
тонкошкі́рий,прикметник,,множина знахідний,тонкошкі́рі,tɔnkoˈʃkʲirʲi,tɔnkoˈʃkʲirʲi,tɔnkoˈʃkʲirʲi
турбо́тливий,прикметник,,множина знахідний,турбо́тливі,tʊrˈbɔtleu̯ʲi,tʊrˈbɔtleu̯ʲi,tʊrˈbotleu̯ʲi
граба́рський,прикметник,,множина давальний,граба́рським,ɦrɐˈbɑrsʲkem,ɦrɐˈbɑrsʲkem,ɦrɐˈbɑrsʲkem
громівськи́й,прикметник,,множина давальний,громівськи́м,ɦrɔmʲiu̯ˈsʲkɪm,ɦrɔmʲiu̯ˈsʲkɪm,ɦrɔmʲiu̯ˈsʲkɪm
дедеро́новий,прикметник,,множина давальний,дедеро́новим,dedeˈrɔnɔu̯em,dedeˈrɔnɔu̯em,dedeˈronɔu̯em
держа́нський,прикметник,,множина знахідний,держа́нських,derˈʒɑnʲsʲkex,derˈʒɑnʲsʲkex,derˈʒɑnʲsʲkex
дити́ницький,прикметник,,множина знахідний,дити́ницьких,deˈtɪnet͡sʲkex,deˈtɪnet͡sʲkex,deˈtɪnet͡sʲkex
крихкоті́лий,прикметник,,множина знахідний,крихкоті́лих,krexkoˈtʲilex,krexkoˈtʲilex,krexkoˈtʲilex
летня́нський,прикметник,,множина знахідний,летня́нських,leˈtʲnʲɑnʲsʲkex,leˈtʲnʲɑnʲsʲkex,leˈtʲnʲɑnʲsʲkex
ма́рсівський,прикметник,,множина давальний,ма́рсівським,ˈmɑrsʲiu̯sʲkem,ˈmɑrsʲiu̯sʲkem,ˈmɑrsʲiu̯sʲkem
неприпи́нний,прикметник,,множина давальний,неприпи́нним,nepreˈpɪnːem,nepreˈpɪnːem,nepreˈpɪnːem
непробі́йний,прикметник,,множина давальний,непробі́йним,neproˈbʲii̯nem,neproˈbʲii̯nem,neproˈbʲii̯nem
ортотро́пний,прикметник,,множина давальний,ортотро́пним,ɔrtɔˈtrɔpnem,ɔrtɔˈtrɔpnem,ɔrtɔˈtropnem
плискува́тий,прикметник,,множина давальний,плискува́тим,pleskʊˈu̯ɑtem,pleskʊˈu̯ɑtem,pleskʊˈu̯ɑtem
